Phase,,Z,
X,Y,X,Y
0.030587633157157693,63.36946157464299,0.03342492311826596,1156.711734072743
0.048480510518006954,56.690409735262214,0.04129641070587662,974.4298428919667
0.04235913445145564,60.24752706076098,0.05278799916789205,824.3441372087125
0.06173463187375879,52.30027162232393,0.0676502002586801,713.2171684877527
0.0854929035671319,48.92268664771675,0.0840867252634191,622.6859259500616
0.11117358920490754,43.96408270444712,0.10467183663346011,554.739458462976
0.12327950961821559,40.35501424340097,0.13461995964381593,497.81594986346977
0.17513880941621404,36.48396038578996,0.1678231577626013,452.3131025829234
0.21031139718730882,30.862764042987507,0.24532932301173163,401.2284667917711
0.2680529361628137,26.407070817705687,0.41538816675724427,351.4734774290972
0.3508041328323095,24.093027450974176,0.7052858512871565,319.7163747373951
0.46968952939599606,21.11194065117671,1.3226014230661596,294.19718418232605
0.7685905729826562,17.201293667333132,2.6655823587472884,272.46041161698554
1.3109403966512718,14.32102110356982,5.373541604901488,254.41932951447188
2.370588004497642,12.262015116976414,10.834153764385249,238.68805395122422
3.932615478312198,10.02226972968137,21.85238670221939,228.90068054902235
7.3219450995651805,9.053220165008483,44.07846602924022,219.94483750095628
20.165076420994243,6.800967430757737,88.91906883116715,212.42107450723574
33.840326443380015,5.972730594213971,179.38792258159947,205.9444238113158
63.129074139903814,5.774629200726807,361.76791149733833,193.80618064248233
125.64123786952166,6.283964814722012,729.535436652208,180.94933099476657
257.2569259850379,7.523906873753305,1470.8175903959195,164.44811991843017
4040.987703222451,10.164888274978466,2965.7375497459025,150.1027282787427
11500.781314760528,7.719758801641461,5981.9092248029065,140.42827875179387
26373.136828824514,5.325503554304788,12064.828662451164,129.8504382228209
56298.08894318225,3.59533292314957,24342.61990735016,125.05224694543426
110326.57944118849,2.7915120381226615,49121.97651941044,122.44067252522063
11.303994542439824,7.968064726303808,87252.82144939178,121.46263276915897
496.38367551622105,9.839351181041096,,
982.6422590456447,11.253877646280856,,
2277.2696001100517,11.232094755574565,,
7232.952105806647,9.053805684945488,,
16762.338275175363,6.3466007993542775,,
38846.65352973066,4.355508445732397,,
