Phase,,Z,
X,Y,X,Y
0.030984855528265087,55.47567665699934,0.04461315354668861,771.690993713593
0.03801549627142017,51.21469022740827,0.05188649171269869,673.0897034677923
0.05003808716375766,46.807788773995185,0.06655360580775242,597.7754270013941
0.06502644847608686,42.9844358600415,0.08283285709791585,543.0145804305173
0.07826636696305796,38.329824689199704,0.1032049282438714,500.3890629262071
0.09788415872447101,33.71559672831475,0.1286430480509733,462.653901911409
0.12241923192525152,29.525559805719695,0.18222948820992524,425.94458124447175
0.15807516229140273,26.075556361166832,0.2842348141478794,394.33221820811747
0.20411626948215697,22.772388276022014,0.5371715004336544,365.7511270897045
0.2721249464855038,19.65031248598757,1.0825391444310488,340.84792712003593
0.3513842915261937,16.20163841505895,2.1827602884071937,321.97122706673565
0.5710957340290189,13.595415369155674,4.401435249783788,303.76633356148966
0.9865249091720092,10.948256544177482,8.879360746847002,290.7383022794843
1.8390684845058958,9.099229411487173,17.915225599524447,279.09340212582606
4.10416219750971,7.139519895548148,36.1555803178706,270.3728363578151
13.029337604549777,5.394890936585568,72.96425503344227,261.1780542029427
243.52914782581104,7.316276997478553,147.26917211756856,253.7220654665631
446.5850519897729,10.537075244691152,297.2307786085717,245.75234231108357
713.6651947378824,13.909239662554043,580.7838255290247,232.98687795481658
4573.389594393357,15.236373719052978,1133.5700541123701,207.56247060482337
18791.823676098964,6.9777943126582045,2253.7481839793195,174.26331003708242
33620.93975798327,4.653857133750535,4599.473737883772,147.3167238158211
105514.78889897175,2.9502993030675384,9278.497771264867,133.82435565501362
2.6963063267836707,8.023553965414436,18727.431644467717,126.3387283944553
7.017038286703779,6.227290797058245,37813.71832959505,123.28900025266648
27.93533257985211,4.979228781554369,76364.71681133969,122.11637864220518
65.37092275705815,5.171238322401109,123326.13479036248,122.4063042056473
130.43213867189988,5.722917908964419,,
1152.2280977398111,16.604154243689123,,
2180.0253234900456,18.421288014311273,,
3516.850007169716,16.98052077121845,,
7399.983804321345,12.287418008348254,,
11319.992884026351,9.218048101769028,,
65370.92275705815,3.8146491751142833,,
