f,Re,Im,Mag,Phase
0.15404225112544223,327.10725023186336,-1514.2344118965163,1549.1626794258373,77.81018764244115
0.17553008762026057,316.03564227632336,-1311.5665354093728,1349.1053717166624,76.4522462591714
0.20001532978692968,312.61671534591017,-1153.4212623388105,1195.0354886483167,74.83520525427203
0.2279160951387602,318.20340326217786,-1040.940884953492,1088.4903912370523,73.00222306145561
0.25970882571169246,312.1336764976904,-929.1789933055127,980.2045876265887,71.43155588350136
0.2959364239347907,307.8234476664115,-829.5638497323753,884.8341402297013,69.64179141723123
0.33721752339881783,303.6937164816404,-729.4903859532365,790.1810530686198,67.39757827209586
0.3842570528333796,300.5376788981943,-639.9203025712097,706.9801200036269,64.84296826016416
0.43785827368635577,293.6555653886806,-569.2793644738331,640.5564658166187,62.713625535437686
0.49893649686302205,287.48439803510416,-503.75338189888936,580.0127144194121,60.28725411906289
0.5685347128561105,298.8033103424385,-425.5568088139457,519.9827072119887,54.925514680726614
0.6478414021717074,292.41891536411833,-361.22636442764406,464.75080249563905,51.00923854053333
0.7382108301872936,291.9380501816992,-319.06532591423314,432.4702386808232,47.54214366823619
0.8411861730031504,280.0387264579155,-279.5466365457091,395.6867578276913,44.94961507268297
0.9585258691912717,276.4658458229067,-248.89118404450988,371.99487281635123,41.99544653638372
1.092233647432341,276.0719712772321,-211.23081649737028,347.61212746830705,37.42066986161028
1.2445927428019157,273.3594874363732,-184.01426755613127,329.52490047900193,33.94680435411993
1.4182048859936351,268.9305973804801,-168.4761796668202,317.345063491696,32.06579127471236
1.6160347312713927,263.01474768499065,-151.37698278944993,303.4662228621774,29.922389784335593
1.84146048181583,261.25942543525457,-131.09881479611448,292.307007476224,26.6472936016961
2.098331576959107,264.2424942247244,-110.43837051965356,286.39261414558126,22.68216026297208
2.3910344263928915,262.1091035820449,-97.49221545673818,279.65320354904964,20.40282548159397
2.7245673138470825,259.2114001729955,-82.33552609252263,271.9736914419799,17.621852944051916
3.104625749317474,255.31120327270636,-64.05080551902624,263.22294011767536,14.0833356152603
3.537699727343223,249.14117755143235,-56.516383779438485,255.47099245749823,12.78095042539287
4.031184552146328,247.57982231204974,-49.45736169450759,252.47138261959012,11.296891442727155
4.593507122117206,245.35644460389292,-42.75260393109772,249.05334780233832,9.88437381410445
5.234269830119049,242.38971250790954,-36.74135939279917,245.15852059371272,8.61926338977653
5.964414536896721,238.83397512910753,-30.07722257637278,240.72039172841139,7.177678746542846
6.796409417650493,234.32372346895556,-25.090324167406408,235.6631743552248,6.111686684925152
7.744461872424033,231.29150221586895,-21.914119752085824,232.3273286589033,5.412432179085454
8.82476113602988,229.07580694497864,-18.493924483249867,229.82112733664255,4.615636470231836
10.05575473039393,226.49027708038534,-14.67700799727282,226.96532813560253,3.707693230187717
11.45846348010405,223.34753074259837,-12.750123775555332,223.71116455176727,3.2672681076113683
13.056840470465083,219.7252700391466,-11.052393886370291,220.00306748860427,2.879606189019072
14.87818007773821,216.3396628903724,-9.21055739399928,216.53564165519757,2.437868094175653
16.953584056290552,214.4543757073634,-7.243499906934508,214.57667056541058,1.9345105677400667
19.318492641702445,212.27505142405974,-5.427912796511152,212.34443645740697,1.464744628352216
22.01328973911185,209.75833562024908,-4.221982576776457,209.80082101616205,1.153084681122173
25.083992531178303,206.882323879427,-2.881407493422921,206.90238868339648,0.7979503108741925
28.583037281623294,203.59484873689422,-1.3974930927027935,203.59964493864666,0.39327713405966036
32.57017475296979,201.63911441204272,-0.48261956878620105,201.6396919818145,0.13713614880085231
37.11349052890941,199.59349182932493,0.47295316500742973,199.59405217921474,-0.1357667992878055
42.29056766463483,197.25706350020434,1.5380535889633293,197.26305966796258,-0.4467378350903207
48.18981151891159,194.58788860981187,2.720829101650996,194.60690970421618,-0.8010871954961736
54.91195939112909,191.54964124948322,3.424212722966655,191.5802450556368,-1.0241316095875466
62.571800742355684,189.35252014739896,3.5974388770220407,189.38669027322126,-1.0884104981327527
71.3001373754213,188.02094757102458,3.812594367851558,188.0595985354636,-1.1616558503399523
81.24601704666489,186.50333942819142,4.053619809697262,186.5473866110934,-1.2451184263330597
92.57927865118599,184.77830657687244,4.119947813643164,184.82423150497286,-1.2772955860468989
105.49345244396525,182.8181344442484,3.9456662329147245,182.86070809142362,-1.2363922848983373
120.20906482192171,180.71248830941036,3.7531490852388734,180.75145797208611,-1.1897832540505715
136.97740410037727,179.05583625094116,3.5526973702296933,179.09107781832208,-1.1366725833817735
156.08481158948678,177.16783086929138,3.3280317986211756,177.19908603201787,-1.0761533387722326
177.85757124636962,175.02452490918216,2.5551081226729866,175.04317438050384,-0.8363771481771094
202.66748140014474,172.57888865365442,1.6238189328599577,172.5865278544567,-0.5390881052020439
230.9382036943587,169.78615819289976,0.5936436855170424,169.7871960034965,-0.20032928169288822
263.15249766329345,167.80333184646318,-0.5438186775143374,167.80421305059136,0.1856840720348274
299.860464482002,165.9026591282965,-1.8113633770555353,165.912547274531,0.6255436385328463
341.68894066288095,163.7308973197631,-2.924147792126069,163.75700710945165,1.0231637416734365
389.3522021084225,161.25890331695422,-3.6754570365673507,161.30078388964648,1.3056750171101013
443.66416130583923,158.43798703281198,-4.5019408470549305,158.50193439324292,1.6275946759621824
505.55226594660553,155.74660962617264,-5.423604718648993,155.84101481378886,1.9944199171680825
576.0733363080049,153.51885340621354,-6.4676693263751055,153.65503277691172,2.4124147611785167
656.4316118406739,150.97207549791153,-7.617346920033481,151.16412125318377,2.8884284519705417
747.999315131221,148.10447139888151,-8.098894019575576,148.32574467260372,3.1300252945738967
852.3400843964478,144.83524806998233,-8.618303185152245,145.0914340451721,3.405323238099868
971.2356746496438,141.15927159331767,-9.175425346684925,141.45716096065485,3.7190233547609766
1106.7163834962778,139.36894928276962,-9.932593151174492,139.72244068470164,4.076482484069402
1261.0957211192988,137.32416404522908,-10.768590331414305,137.7457388395257,4.483804707873278
1437.009916489369,135.04410829186213,-11.023762457288464,135.49330065748237,4.666754529434415
1637.4629344202147,132.47957758440387,-10.893080810584095,132.92666281257496,4.700548524958933
1865.8777721941324,129.55755886406584,-10.740487115678867,130.00199660889038,4.739056550855196
2126.1549117146023,127.24256586226439,-10.646695171291016,127.6872064275943,4.78293618199711
2422.7389253328797,125.2021230564201,-10.586000000663073,125.64885599896643,4.832936720439077
2760.694372730171,122.89553968017206,-10.297109035534412,123.32616967931192,4.789482629126866
3145.792284893785,120.28521993912197,-9.7469922949423,120.67948456386699,4.632688739698949
3584.6087120142406,117.30825766511086,-9.13764935580529,117.66360504494874,4.45402317912368
4084.6370181374655,114.3891738781628,-8.501457262169865,114.70465498884107,4.250434999430295
4654.415840150052,112.4583467695553,-7.900240034319811,112.735502618924,4.018447666351602
5303.674896164445,110.27500289381311,-6.9160838546335865,110.49166701210916,3.5887016750764293
6043.501133172944,107.78965108367643,-5.596340104576753,107.93483174261588,2.9720758882594898
6886.5280511587,104.93896324152247,-4.158714383694128,105.02133550631866,2.269435037466231
7847.151436620492,101.66559527800301,-2.699425577080377,101.70142654691185,1.5209605640493242
8941.775189443137,100.46524577122993,-1.4156157917417231,100.47521871557913,0.8072786004519408
10189.091440928672,99.41893861814549,0.010336682993759965,99.41893915550294,-0.005957097468599848
11610.39974636973,98.20230467466806,1.5986318483586601,98.2153158484099,-0.9326335921899735
13229.970802795737,96.78547274496455,3.360500548262314,96.84379535314147,-1.9885750960674957
15075.460902847524,95.19051334699894,4.15053815034985,95.28095716460186,-2.496654101117358
17178.384202122204,94.11636670165848,4.775165877782728,94.23742722656104,-2.9045155068311637
19574.65086457041,93.63902437175369,5.512786406130487,93.80116043660387,-3.369270778575192
22305.180275482006,93.08809795726654,6.344242934770231,93.30403742452431,-3.8988562200705674
25416.59979347321,92.4562040616783,7.218522366965427,92.73756916512897,-4.464314249037403
28962.04097357929,91.72915220459758,8.167881606971664,92.09208247248911,-5.088394902710501
33002.04685800195,90.96992292834267,9.239634711581205,91.43794467939479,-5.7995305231068945
37605.60582768747,90.706276538027,10.0158681853329,91.25758170639298,-6.301124563800806
42851.32966910225,90.46379485884601,10.333408403119133,91.0520593368927,-6.51648133887446
48828.79597323601,90.18614500745656,10.693194011968707,90.81786800780773,-6.761878905594727
55640.07779004947,89.8680369703011,11.10049948762319,90.55100859609533,-7.041507748159026
63401.4866592171,89.5199751745519,11.431594788279885,90.24692412850322,-7.277217235636839
