f,Re,Im,Mag,Phase
0.18739484267900536,369.03640139987147,-1234.299371515347,1288.2867709020952,73.35414947293728
0.2132321466251443,368.02965415043036,-1087.9703572847013,1148.5318126479067,71.31077335313613
0.24263180194478748,358.4093802490167,-932.9905436572325,999.4641756482833,68.9856641336999
0.2760849723961491,340.9810497549405,-830.7961307292535,898.0480427720335,67.68543617267406
0.3141505415696803,322.67858070623737,-732.4470031566265,800.3749614272768,66.2241714958554
0.3574644498466734,323.63714756536046,-659.5057438802958,734.6351676140648,63.86157532342615
0.40675031870299166,324.13451569782444,-579.008971884571,663.5620346203444,60.75949906988208
0.4628315398522836,312.0988228780852,-515.7452098476185,602.8256768939511,58.82012774804628
0.5266450311953018,302.5894130246218,-459.31278240876077,550.0259857121869,56.623616776161164
0.5992568893883518,299.47309174082596,-415.9315540870904,512.5262826061814,54.245897480186564
0.6818802005296635,296.614908624171,-372.9639849679536,476.5317807883344,51.50508505483152
0.775895306516958,296.24195189156256,-330.7126631429113,443.9934229508356,48.14702165531264
0.8828728656550209,291.14788235123297,-294.3467014904133,414.0133694410047,45.31302939021476
1.004600092774079,287.10208567972177,-268.9465365350104,393.3952810035016,43.12989930350089
1.143110617238108,281.96194029307986,-239.4764277809823,369.93444721542,40.34197055650392
1.3007184576642759,288.0686079683364,-208.9272078449009,355.8568547529772,35.95220999117837
1.4800566809503433,288.87983471105497,-186.80927663621313,344.0192796051286,32.88944654594145
1.6841213914649826,285.28861550559594,-166.9533859969924,330.549583622428,30.336543046391178
1.9163217853040508,277.3164695432332,-149.86977362259088,315.2227360543805,28.388059270912226
2.1805371058415535,277.4946735406863,-137.66784283082401,309.7672171052717,26.386462844077652
2.481181452100152,276.96919488709847,-125.08361806479111,303.90433762055136,24.30467913951245
2.823277522658747,274.0306354950818,-115.1291890990419,297.23310611781005,22.788861083313467
3.212540527095788,268.75334232059663,-108.00078574331496,289.64207002724106,21.8931419733055
3.6554736668302805,262.5611719533505,-100.12546871584243,281.0044101132294,20.87392444378509
4.159476780506058,257.843463348624,-92.39333122239987,273.8973881693385,19.71418099198751
4.732969968997539,256.10522828798776,-87.70453507153674,270.7064340361284,18.904028218730403
5.385534265371517,253.8609555170519,-82.96957428868443,267.0755230148883,18.098985341662424
6.128071699900066,251.20784156467485,-77.67988863702156,262.94399548619253,17.182946146835004
6.972987434242147,248.04366355709593,-71.85888491784007,258.2428283078955,16.15643788749432
7.934397007608736,243.39161520131324,-68.67047930379006,252.8934816837247,15.755875375330842
9.02836215725845,240.74090235014933,-65.85964123062419,249.58700768948424,15.300084793769933
10.27315915304599,237.8866391632427,-62.76998064694689,246.02870475373587,14.781451502008357
11.689584128940197,234.43003495395348,-59.97316484431955,241.97979624331404,14.349949288658491
13.301300512516145,230.38430036537852,-57.17380542587954,237.37263928625237,13.937361385445206
15.135234356733488,225.74682327481216,-54.06321812317634,232.1302646629763,13.467887396641606
17.222024178590097,222.19285698401225,-51.02645493431366,227.9766759953335,12.933684080338299
19.59653281985613,219.87000496225244,-48.66543478193106,225.1913489115763,12.480482727849456
