f,Re,Im,Mag,Phase
22.29842988126247,217.0726885681173,-46.617727246528915,222.02199128875185,12.120533396840559
25.372854460548883,213.86911799138372,-44.332814790382734,218.41565442442717,11.710955590802513
28.87116926636927,210.19785841266244,-41.79152923402306,214.31208924600566,11.244906720177461
32.851818706617635,206.11474015637987,-39.48805485981372,209.86327117040668,10.845473863224594
37.38130528678074,204.8169618210803,-38.20209531371931,208.34919710902741,10.565304262596399
42.5353006304646,203.33099730585013,-36.75542882794751,206.62636814723805,10.246505919445665
48.39990968329864,201.62835729115366,-35.130867971708625,204.66600193577523,9.883752846422134
55.07310922057262,199.5382859189054,-34.12539318331033,202.43534772210697,9.704935082024928
62.666384690955965,197.12240528986493,-33.190715475594175,199.8971392017495,9.557595767868683
71.30659274214206,195.20583816621595,-32.28091087188783,197.8569595968099,9.389941857063738
81.13808054460053,193.555086166804,-31.346214417032193,196.07691485566951,9.199172448578603
92.32509731980673,191.65858795313432,-30.380069893264384,194.05144416599674,9.007095749217719
105.05453836101394,189.36889739432425,-30.103507345157464,191.7467091108008,9.032588505031564
119.53906738940496,186.76385893036561,-29.786342525326635,189.12420575800863,9.061596107203881
136.02066940909643,184.15424580818953,-29.4789404567598,186.49877795748765,9.094603169678095
154.77469341657695,182.80863904225336,-29.38645565800099,185.15550838314408,9.132161123165762
176.11445250388815,181.27774953437148,-29.279089200295903,183.6270337958036,9.17489742759406
200.39645820692232,179.51313440015045,-29.29527627234291,181.88781881709224,9.268563140446565
228.0263765461963,177.47647899582944,-29.48352699004259,179.90880734563737,9.43220070665602
259.4658052643744,175.15951229973254,-29.683877144911715,177.65693713287519,9.618400011890506
295.23998548409713,173.14192840453939,-30.00102016510428,175.7219069512667,9.830271784814745
335.94657662050764,171.06330060800596,-30.3827880596947,173.74051520927793,10.071355649792272
382.2656411460834,168.711600961203,-30.721688319220924,171.48593654313333,10.320247787529123
434.9710060177045,166.05497135808216,-30.981986407905396,168.92050495577237,10.568541470227563
494.94319057503503,163.03323089463834,-31.25088071005778,166.00136120254774,10.851068962437907
563.1841168894475,160.02929130020175,-31.606986577697224,163.12073955989644,11.17255029449262
640.8338483211483,157.61313188482043,-32.176649628993744,160.8640299255518,11.53835627695159
729.1896359263019,154.86305327255818,-32.788920306180486,158.29617356002086,11.954598227759474
829.7275909119381,151.84351317506773,-32.934958707705505,155.37427070923047,12.23792790474088
944.1273452083315,148.48092049145353,-32.748568764804105,152.04950676056941,12.437878355260118
1074.3001121493812,144.65859245021105,-32.50843330483972,148.26633672419194,12.66539723023745
1222.4206160552467,142.63487158686084,-32.73138167336717,146.34223566300986,12.924285561504153
1390.9634241470737,140.6742011088334,-33.043714660997225,144.5030032082583,13.218868453023532
1582.7442877710048,138.458206854141,-33.316445266691815,142.41018422315366,13.529564261020449
1800.9671835963875,136.09254627367767,-32.96798323023311,140.02881514003477,13.617391852781322
2049.2778406794555,133.40241985454531,-32.56275214518682,137.31911174456837,13.717328786244144
2331.824647639441,130.92412548269124,-32.23327821547042,134.83364141757576,13.831044652405486
2653.3279574896474,128.88749453894488,-32.04075332536111,132.81037656065578,13.960439239258957
3019.158947960805,126.5719442469903,-31.810698353115665,130.50815147022863,14.107674270500988
3435.4293547925954,124.05030682916212,-31.096476785963766,127.8885041468124,14.072709545607552
3909.093577117585,121.18750013096603,-30.257490564857285,124.90766959348541,14.018717014375438
4448.064860755803,117.93680935720414,-29.311566287032054,121.52472554816401,13.957280193747085
5061.347500429879,115.93309617870007,-28.663427138985213,119.42392911360618,13.88737269278748
5759.187269529827,113.6514124859208,-27.931926323809208,117.03348267997335,13.807826605596862
6553.2425905743985,111.14500288269447,-26.727388061608465,114.31345038266483,13.52136312945763
7456.779306019044,108.30634923739939,-25.283690832480218,111.21839014859893,13.140147594190784
8484.892303338362,105.05911464527233,-23.68837059192526,107.69659452066655,12.706371478745375
9654.757696950748,102.84498258952803,-22.602319284385455,105.29936030609885,12.394889428779063
10985.91978004894,101.58532612030352,-21.68506034543734,103.8740599242837,12.04987072216176
12500.617540281493,100.14316203510629,-20.6607983372916,102.25224442682803,11.657282119476168
14224.156194202387,98.48868778852037,-19.532221776363553,100.40681904047001,11.217317256329201
16185.329947508344,96.5914964496314,-18.284963055550055,98.30695326538194,10.719362891674947
18416.903043885584,94.67996996682164,-16.955024213471845,96.18611936759724,10.152752431223462
20956.1571390825,94.31069027304261,-15.994748708892919,95.65740058165079,9.625565910750154
23845.514144883324,93.8385229655015,-15.163564308370344,95.05578401591896,9.179198607646532
27133.244948492702,93.29251450286907,-14.227918846689542,94.37121879564775,8.671287840928704
30874.275847513225,92.66009012126442,-13.176508582632422,93.59226826885343,8.09334822672714
35131.10617317777,91.87197258499006,-12.406774760092333,92.70591894051226,7.69093350406558
39974.85243206118,91.25327845332932,-11.589538291908967,91.98629368716016,7.238046866933873
45486.436410166774,90.67469543205583,-10.68827918634255,91.30246274696697,6.72271790465899
51757.937088386105,90.00008691009315,-9.728406341144629,90.5243477400569,6.169336419591541
58894.12895503452,89.18030851614587,-9.05614565315344,89.63894912997412,5.798435818637302
67014.2324151967,88.2415540259243,-8.304607942349346,88.63147505252437,5.37639682228402
