f,Re,Im,Mag,Phase
0.18474216512385563,359.0385083907137,-1334.9696903131685,1382.4083060233202,74.94657616841472
0.20738525696405227,338.7838210692731,-1183.383703048719,1230.9230138638225,74.02442993687205
0.23280361999228463,326.1926905107066,-1066.2133599614388,1114.9944395838368,72.98926001202736
0.2613374078510632,310.6726562939799,-948.2730991221,997.8674109757214,71.86020075555462
0.29336846542410466,293.64853765617994,-854.0399637064135,903.1133501810639,71.0252544197604
0.32932543876130727,277.50320973380616,-764.7112251047804,813.5055557362955,70.05486021102479
0.36968951130633787,276.0987674351127,-694.0874260610816,746.9858662620638,68.30799373829923
0.41500084319018127,264.2059117900153,-622.1958711315241,675.9677994386342,66.9922418797789
0.4658657997625718,252.32003489502856,-560.8700823473018,615.0127228616475,65.77832924671256
0.5229650660949681,239.4661860978127,-500.15463438624613,554.5256644937832,64.41563230542903
0.5870627560449804,234.70699264512996,-456.3307866364283,513.1521794056248,62.78164560273166
0.6590166377815808,227.16340616363362,-408.50239368299873,467.4156808929324,60.92207574298474
0.7397896126111319,221.31590387319548,-364.1893145253377,426.16262872481536,58.713173124865115
0.8304626007161864,216.73240806049625,-324.1133863428749,389.90053079003,56.22962369541853
0.9322490062466093,217.68219907018874,-294.9091734305049,366.5473507822651,53.56774054842233
1.0465109553377765,214.6407870917511,-264.1119311973536,340.33186698304064,50.899628584985834
1.1747775243562715,206.25042557958326,-238.33463003454253,315.18666520882743,49.127687451802394
1.3187652023071292,204.79032330572204,-220.67833288387038,301.0614607087172,47.13856673870445
1.4804008612346746,201.65587785296813,-201.6848826888715,285.2049876455092,45.00412022498703
1.6618475420114736,198.8961546745723,-183.16638452640854,270.3878783614523,42.64242590177248
1.8655334005860076,198.62779457189896,-167.26552954051394,259.6743309396696,40.100910638495236
2.0941842020535755,196.93985912778027,-150.14679237470378,247.64766781393752,37.32186847464151
2.35085979739261,194.89145479800789,-129.77716692868162,234.1469457612438,33.65943149425631
2.6389950710054304,192.94765279198697,-115.1643317511129,224.70340457059734,30.831636794542717
2.962445907031635,192.7263011171463,-107.0558915799211,220.4640357615472,29.05136091130747
3.3255407895646,192.10415082963303,-98.10540370577394,215.70506485070598,27.052883891921425
3.7331387272955348,191.0125245488327,-88.12902900712334,210.36280633290855,24.767573825696957
4.190694277744326,188.32772522661494,-79.36016294466351,204.36576903100706,22.85026305577747
4.704330541244511,185.48530707409986,-72.8569775565331,199.28105358775653,21.4444581354282
5.28092110150252,183.44486583871378,-66.28428253280832,195.0528772242872,19.866349453782593
5.928182009276263,180.0161692551457,-61.7311230095116,190.3064705713201,18.927860785292506
6.654775040117118,176.04742511773702,-56.782757913045145,184.978316261114,17.87671149386865
7.470423607991148,171.19587145367686,-52.26796009128314,178.99711186186167,16.97799999893199
8.38604288595897,171.15945383787536,-49.44797399622244,178.1590883744382,16.114008217906534
9.413885875215335,170.6599938188531,-47.835519102831256,177.23732783499167,15.658035793940748
10.567707377213663,170.0817300375157,-46.03865917345297,176.2025908749464,15.146176694263808
11.862948063183484,169.41067441211862,-44.03845741450363,175.04103043634632,14.571581117532721
